Code,Department Name,Undergrad Courses,Quality,Difficulty,Workload
PHYS,PHYS050: Introductory Quantum Mechanics,,SCI,4,1,Signup to reveal
PHYS,PHYS066: Relativistic Electrodynamics,,SCI,3,1,Signup to reveal
PHYS,PHYS068: Introductory Plasma Physics,,SCI,5,1,Signup to reveal
PHYS,PHYS070: Fourier Transforms and Complex Variables,,QDS,1,0,Signup to reveal
PHYS,PHYS072: Introductory Particle Physics,,SCI,4,1,Signup to reveal
PHYS,PHYS073: Introductory Condensed Matter Physics,,SCI,3,1,Signup to reveal
PHYS,PHYS074: Space Plasma Physics,,SCI,0,0,Signup to reveal
PHYS,PHYS075: Quantum Computation and Information,,QDS,6,3,Signup to reveal
PHYS,PHYS076: Methods of Experimental Physics,,SLA,5,3,Signup to reveal
PHYS,PHYS077: Introduction to General Relativity and Gravitation,,SCI,2,5,Signup to reveal
PHYS,PHYS082.01: Question Reality,,,0,0,Signup to reveal
PHYS,PHYS082.02: Introductory Mathematical Methods for Physicists,,QDS,1,3,Signup to reveal
PHYS,PHYS082: Special Topics Seminar,,,0,0,Signup to reveal
PHYS,PHYS085.01: Reading Course,,,0,0,Signup to reveal
PHYS,PHYS085: Reading Course,,,0,0,Signup to reveal
PHYS,PHYS087.01: Undergraduate Research,,,0,0,Signup to reveal
PHYS,PHYS087: Undergraduate Research,,,0,0,Signup to reveal
PHYS,PHYS090: Intermediate Quantum Mechanics,,SCI,3,0,Signup to reveal
PHYS,PHYS091: Intermediate Quantum Mechanics,,,0,0,Signup to reveal
PHYS,PHYS092: Physics of the Early Universe,,SCI,2,3,Signup to reveal
PHYS,PHYS100: Mathematical Methods for Physicists,,,0,0,Signup to reveal
PHYS,PHYS101: Classical Mechanics,,,0,0,Signup to reveal
PHYS,PHYS103: Advanced Quantum Mechanics,,,0,0,Signup to reveal
PHYS,PHYS104: Statistical Mechanics I,,,0,0,Signup to reveal
PHYS,PHYS105: Electromagnetic Theory I,,,0,0,Signup to reveal
PHYS,PHYS106: Electromagnetic Theory II,,,0,0,Signup to reveal
PHYS,PHYS107: Relativistic Quantum Field Theory,,,0,0,Signup to reveal
PHYS,PHYS108: Fluid Mechanics,,,0,0,Signup to reveal
PHYS,PHYS109: Statistical Mechanics II,,,0,0,Signup to reveal
PHYS,PHYS110: Methods in Applied Mathematics II,,,0,0,Signup to reveal
PHYS,PHYS111: Plasma Kinetic Theory,,,0,0,Signup to reveal
PHYS,PHYS113: Microscopic Theory of Solids,,,0,0,Signup to reveal
PHYS,PHYS114: General Relativity and Cosmology,,,0,0,Signup to reveal
PHYS,PHYS115: Magnetohydrodynamics,,,0,0,Signup to reveal
PHYS,PHYS116: Quantum Information Science,,,0,0,Signup to reveal
PHYS,PHYS118: Computational Plasma Dynamics,,,0,0,Signup to reveal
PHYS,PHYS120: Nonlinear Systems,,,0,0,Signup to reveal
PHYS,PHYS121: Seminar,,,0,0,Signup to reveal
PHYS,PHYS122: Special Topics,,,0,0,Signup to reveal
PHYS,PHYS123: Optics,,,0,0,Signup to reveal
PHYS,PHYS124: Optical Devices and Systems,,,0,0,Signup to reveal
PHYS,PHYS126: Semiconductor Theory and Devices,,,0,0,Signup to reveal
PHYS,PHYS127: Reading Course,,,0,0,Signup to reveal
PHYS,PHYS128: Methods of Materials Characterization,,,0,0,Signup to reveal
PHYS,PHYS129: Enterprise Experience Internship,,,0,0,Signup to reveal
PHYS,PHYS137: Graduate Research I: Level I,,,0,0,Signup to reveal
PHYS,PHYS138: Graduate Research I: Level II,,,0,0,Signup to reveal
PHYS,PHYS139: Graduate Research I: Level III,,,0,0,Signup to reveal
PHYS,PHYS256: Instruction in Teaching for Graduate Students,,,0,0,Signup to reveal
PHYS,PHYS257: Supervised Undergraduate Teaching,,,0,0,Signup to reveal
PHYS,PHYS297: Graduate Research II: Level I,,,0,0,Signup to reveal
PHYS,PHYS298: Graduate Research II: Level II,,,0,0,Signup to reveal
PHYS,PHYS299: Graduate Research II: Level III,,,0,0,Signup to reveal
PHYS,PHYS700: Resp & Ethical Conduct of  Res,,,0,0,Signup to reveal
PORT,PORT002: Portuguese II,,,0,0,Signup to reveal
PORT,PORT003: Portuguese III,,,1,3,Signup to reveal
PORT,PORT007.01: Coloring Brazil,,,5,5,Signup to reveal
PORT,PORT007: First-Year Seminars in Portuguese,,,0,0,Signup to reveal
PORT,PORT008: Brazilian Portraits,,"NW, ART, LIT, CI",0,1,Signup to reveal
PORT,PORT009: Writing and Speaking: A Cultural Approach,,"NW, LIT",0,0,Signup to reveal
PORT,PORT010: Studies in Brazilian Culture and Society,,NW,0,0,Signup to reveal
PORT,PORT011: Intensive Portuguese,,,2,7,Signup to reveal
PORT,PORT012: Introduction to Brazilian Literature,,"NW, LIT",3,1,Signup to reveal
PORT,PORT020: The Portuguese-Speaking World and its Literatures and Cultures: The Definition of an Identity,,"LIT, CI",0,0,Signup to reveal
PORT,PORT025: Advanced Portuguese Composition,,,0,0,Signup to reveal
PORT,"PORT035.01: Social, Political, and Cultural Trends in Contemporary Brazil",,"SOC, NW",0,0,Signup to reveal
PORT,PORT035: Advanced Studies in Brazilian Culture and Society,,,0,0,Signup to reveal
PORT,PORT036: Studies in Contemporary Brazilian Literature,,,0,0,Signup to reveal
PORT,PORT060.03: America & the Oblique Gaze,,"NW, LIT",0,0,Signup to reveal
PORT,PORT060: The Portuguese-Speaking World: Literature and Culture by Period,,,0,0,Signup to reveal
PORT,"PORT061.02: Eroticism, Power &amp; Fiction",,"NW, LIT",0,0,Signup to reveal
PORT,PORT061.03: ShortStoryLusophoneLit,,"NW, LIT",1,0,Signup to reveal
PORT,PORT061: The Portuguese-Speaking World: Genre,,,0,0,Signup to reveal
PORT,PORT062.01: FromTexttoTVtheMiniseries,,"NW, LIT",0,0,Signup to reveal
PORT,PORT062.02: The Lusophone World Throughout Its Cinema: From Angola to Timor Leste,,,0,0,Signup to reveal
PORT,PORT062.03: PoetryofBrazilianPopMusic,,"NW, ART",0,0,Signup to reveal
PORT,"PORT062: Film Media, Performance, and the Arts in the Portuguese-Speaking World",,,0,0,Signup to reveal
PORT,PORT063.03: Dismantling Paradise:  representations of violence in Brazilian arts,,"NW, LIT",0,0,Signup to reveal
PORT,PORT063.08: The Many Faces of Brazilian Cinema,,"NW, ART",0,0,Signup to reveal
PORT,PORT063: Special Topics. Literary and Cultural Productions of the Portuguese-Speaking World,,,0,0,Signup to reveal
PORT,PORT080: Seminar,,,0,0,Signup to reveal
PORT,PORT083: Independent Reading and Research,,,0,0,Signup to reveal
PORT,PORT090: Honors Course,,,0,0,Signup to reveal
PORT,PORT091: Honors Seminar,,,0,0,Signup to reveal
PSYC,PSYC006: Introduction to Neuroscience,,SCI,149,109,Signup to reveal
PSYC,PSYC007.02: Brain Evolution,,SCI,9,-15,Signup to reveal
PSYC,PSYC007.03: Credulity & Pseudoscience,,SOC,3,5,Signup to reveal
PSYC,PSYC007: First-Year Seminars in Psychology,,,33,8,Signup to reveal
PSYC,"PSYC010: Experimental Design, Methodology, and Data Analysis Procedures",,QDS,157,33,Signup to reveal
PSYC,PSYC011: Laboratory in Psychological Science,,SLA,80,-9,Signup to reveal
PSYC,PSYC015: Impact Design,,TMV,0,2,Signup to reveal
PSYC,PSYC021: Perception,,SCI,76,18,Signup to reveal
PSYC,PSYC022: Learning,,SOC,94,11,Signup to reveal
PSYC,PSYC023: Social Psychology,,SOC,149,64,Signup to reveal
PSYC,PSYC024: Abnormal Psychology,,SOC,153,59,Signup to reveal
PSYC,PSYC025: Developmental Psychology,,SOC,31,7,Signup to reveal
PSYC,PSYC026: Physiological Psychology,,,57,7,Signup to reveal
PSYC,PSYC027: Cognitive Neuroscience,,SCI,2,4,Signup to reveal
PSYC,PSYC028: Cognitive Psychology,,SOC,22,12,Signup to reveal
PSYC,PSYC032: Introduction to Programming for Psychological Scientists,,TAS,0,2,Signup to reveal
PSYC,PSYC035: Cellular and Molecular Neuroscience,,SCI,0,0,Signup to reveal
PSYC,PSYC036: Systems Neuroscience with Laboratory,,SLA,8,5,Signup to reveal
PSYC,PSYC037: Behavioral Neuroscience,,SCI,5,7,Signup to reveal
PSYC,PSYC038: Cognitive Neuroscience,,SCI,2,4,Signup to reveal
PSYC,PSYC040: Introduction to Computational Neuroscience,,SCI,14,2,Signup to reveal
PSYC,PSYC043: Emotion,,SOC,8,12,Signup to reveal
PSYC,PSYC044: Psychology and Organizations,,SOC,4,2,Signup to reveal
PSYC,PSYC045: Behavioral Neuroscience,,SCI,2,2,Signup to reveal
PSYC,PSYC046: Cellular and Molecular Neuroscience,,SCI,8,3,Signup to reveal
PSYC,PSYC050.01: Neuroscience of Mental Illness,,SCI,6,5,Signup to reveal
PSYC,PSYC050.02: Decision Making: Linking Behavior to Brain,,SCI,2,1,Signup to reveal
PSYC,PSYC050.04: Sleep and Sleep Disorders,,SCI,1,3,Signup to reveal
PSYC,PSYC050.07: Exotic Sensory Systems,,SCI,8,-14,Signup to reveal
PSYC,PSYC050.08: Neurobiology of Learning and Memory,,SCI,3,1,Signup to reveal
PSYC,"PSYC050.09: Motivation, Drugs, and Addiction",,SCI,4,1,Signup to reveal
PSYC,PSYC050.10: The Rhythmic Brain,,SCI,0,0,Signup to reveal
PSYC,PSYC050.12: Neuroscience of Stress,,SCI,0,1,Signup to reveal
PSYC,PSYC050.13: Hemispheric Differences in the Human Brain,,,0,0,Signup to reveal
PSYC,PSYC050.14: Functional Neuroimaging of Psychiatric Disorders,,SCI,1,1,Signup to reveal
PSYC,PSYC050: Issues in Neuroscience,,,55,4,Signup to reveal
PSYC,PSYC051.01: The Neuroscience of the mind-body problem,,SOC,1,2,Signup to reveal
PSYC,PSYC051.02: Face Perception,,SOC,3,3,Signup to reveal
PSYC,PSYC051.03: Mind and Brain,,SOC,0,0,Signup to reveal
PSYC,PSYC051.04: Attention,,SOC,0,0,Signup to reveal
PSYC,PSYC051.05: A History of Psychology and Neuroscience,,SOC,0,0,Signup to reveal
PSYC,PSYC051.06: Representation and Brain,,,0,0,Signup to reveal
PSYC,PSYC051.07: Understanding the Frontal Lobes,,,0,0,Signup to reveal
PSYC,PSYC051.09: Human Memory,,SOC,5,3,Signup to reveal
PSYC,PSYC051.10: Perceptual Learning and Skill Acquisition,,,0,0,Signup to reveal
PSYC,PSYC051.11: Thinking About Thinking,,SOC,0,0,Signup to reveal
PSYC,PSYC051.12: Visual Intelligence,,SCI,2,2,Signup to reveal
PSYC,PSYC051.13: Psycholinguistics,,"SOC, SCI",0,0,Signup to reveal
PSYC,PSYC051.14: Sustainable Choices: Understanding Human Cognition To Save The Planet,,SOC,0,1,Signup to reveal
PSYC,PSYC051: Issues in Information Processing,,,14,1,Signup to reveal
PSYC,PSYC052.01: Developmental Psychopathology,,SOC,0,-3,Signup to reveal
PSYC,PSYC052.03: Animal Behavior,,,0,0,Signup to reveal
PSYC,PSYC052.04: Adolescent Risk Behaviors: Corporate and Environmental Influences,,SOC,2,5,Signup to reveal
PSYC,PSYC052.05: Science and Pseudoscience in the Study of Human Behavior,,SOC,1,4,Signup to reveal
PSYC,PSYC052.06: Typical and Atypical Neurodevelopment,,SCI,4,2,Signup to reveal
PSYC,PSYC052: Issues in Learning and Development,,,87,10,Signup to reveal
PSYC,PSYC053.03: Adolescent Risk Behaviors,,SOC,0,2,Signup to reveal
PSYC,PSYC053.10: Social and Affective Motivations in Decision-making,,SOC,1,8,Signup to reveal
PSYC,PSYC053.11: Comparative Neurobiology of Social Interaction,,SCI,0,0,Signup to reveal
PSYC,PSYC053.12: The Behavior of Groups,,SOC,1,0,Signup to reveal
PSYC,PSYC053.13: Social Neuroscience,,SOC,3,4,Signup to reveal
PSYC,PSYC053.14: Social Neurocognition,,SOC,1,6,Signup to reveal
PSYC,PSYC053.15: Positive Psychology,,SOC,2,4,Signup to reveal
PSYC,PSYC053: Issues in Social Psychology,,,0,0,Signup to reveal
PSYC,PSYC054.01: Issues in Applied Psychology,,,0,0,Signup to reveal
PSYC,PSYC054.02: Health Psychology,,SOC,1,10,Signup to reveal
PSYC,PSYC054.03: Forms of Therapy,,SOC,0,4,Signup to reveal
PSYC,PSYC054.05: Neuromarketing and Consumer Neuroscience,,SOC,4,0,Signup to reveal
PSYC,PSYC054.06: Dementia: From Synapse to Society,,SOC,2,5,Signup to reveal
PSYC,PSYC054.07: Clinical Science Practicum,,SOC,0,0,Signup to reveal
PSYC,PSYC054.08: Leadership,,SOC,5,4,Signup to reveal
PSYC,PSYC054: Issues in Applied Psychology,,,0,0,Signup to reveal
PSYC,PSYC059: An Introduction to Pscyhological Assessment,,SOC,25,7,Signup to reveal
PSYC,PSYC060.01: Principles of Human Brain Mapping with fMRI,,,0,0,Signup to reveal
PSYC,PSYC060: Principles of Human Brain Mapping with fMRI,,TLA,14,2,Signup to reveal
PSYC,PSYC061: Computational neuroscience: from synapses to networks,,,0,0,Signup to reveal
PSYC,PSYC063: Experimental Study of Human Interaction,,SOC,10,3,Signup to reveal
PSYC,PSYC065: Systems Neuroscience with Laboratory,,SLA,12,3,Signup to reveal
PSYC,PSYC070: Neuroscience Research,,,0,0,Signup to reveal
PSYC,PSYC080.01: Neuroscience of Reward,,,0,1,Signup to reveal
PSYC,PSYC080.02: Neuroeconomics,,,0,0,Signup to reveal
PSYC,PSYC080.03: Spatial Cognition and Navigation: A Neurobiological Perspective,,,0,0,Signup to reveal
PSYC,PSYC080.04: The Weight Among Us: What Neuroscience Can Teach Us About Obesity,,,0,2,Signup to reveal
PSYC,"PSYC080.05: Mind, Brain, and Health",,,0,0,Signup to reveal
PSYC,PSYC080.06: Advanced Seminar on Brain Evolution,,,1,0,Signup to reveal
PSYC,PSYC081.03: Neuroscience of Visual Consciousness,,,0,0,Signup to reveal
PSYC,PSYC081.04: Neural Basis of Human Imagination,,,0,0,Signup to reveal
PSYC,"PSYC081.05: Technology, Psychology, and Neuroscience",,,0,0,Signup to reveal
PSYC,PSYC081.06: Analog and Digital Brains,,,0,0,Signup to reveal
PSYC,PSYC081.07: Decoding Human Brain Activity,,,0,0,Signup to reveal
PSYC,PSYC081.08: Animal Cognition,,,0,0,Signup to reveal
PSYC,PSYC081.09: Storytelling with Data,,,1,3,Signup to reveal
PSYC,PSYC081.10: Neural Bases of Attention and Consciousness,,,0,0,Signup to reveal
PSYC,PSYC081.11: Real-World Scene Perception,,,0,2,Signup to reveal
PSYC,"PSYC081.12: Using Naturalistic Stimuli, Brain Imaging, and Big Data Methods to Understand Human Cognition",,,0,0,Signup to reveal
PSYC,PSYC083.03: The Self,,,0,0,Signup to reveal
PSYC,PSYC083.05: Affective Neuroscience,,,0,0,Signup to reveal
PSYC,PSYC083.07: The Problem of Other Minds,,,0,1,Signup to reveal
PSYC,PSYC083.08: Social And Neural Networks,,,0,-2,Signup to reveal
PSYC,PSYC083: Seminar Courses,,,20,4,Signup to reveal
PSYC,PSYC084.03: Leadership,,,0,0,Signup to reveal
PSYC,PSYC084.04: Clinical Science Practicum,,,0,0,Signup to reveal
PSYC,PSYC084.05: The Power of Beliefs,,,0,0,Signup to reveal
PSYC,PSYC084.06: Organizational Psychology,,SOC,0,2,Signup to reveal
PSYC,PSYC085.03: Top-Down Processing and Plasticity in the Brain,,,0,0,Signup to reveal
PSYC,"PSYC085.04: Development, Learning and Disorders",,,0,0,Signup to reveal
PSYC,PSYC086.01: Selective Developmental Deficits,,,0,0,Signup to reveal
PSYC,PSYC086.03: Understanding Others Through Social Cues,,,0,0,Signup to reveal
PSYC,PSYC086.04: Bucci Fellows Seminar in Advanced Neuroscience,,,0,0,Signup to reveal
PSYC,PSYC086.05: Future Directions in Psychological Science,,,0,0,Signup to reveal
PSYC,PSYC087.01: Nature and Nurture,,,0,0,Signup to reveal
PSYC,"PSYC087.02: Genes, Evolution, and Behavior",,,0,0,Signup to reveal
PSYC,PSYC088: Independent Psychology Research,,,0,0,Signup to reveal
PSYC,PSYC089.01: Honors Psychology Research I,,,0,0,Signup to reveal
PSYC,PSYC089.02: Honors Psychology Research II,,,0,0,Signup to reveal
PSYC,PSYC089: Honors Research,,,0,0,Signup to reveal
PSYC,PSYC090: Independent Neuroscience Research,,,0,0,Signup to reveal
PSYC,PSYC091.01: Honors Neuroscience Research I,,,0,0,Signup to reveal
PSYC,PSYC091.02: Honors Neuroscience Research II,,,0,0,Signup to reveal
PSYC,PSYC091: Honors Neuroscience Research,,,0,0,Signup to reveal
PSYC,PSYC100: Proseminar,,,0,0,Signup to reveal
PSYC,PSYC110: Measurement and Statistics I,,,0,0,Signup to reveal
PSYC,PSYC111: Measurement and Statistics II,,,0,0,Signup to reveal
PSYC,PSYC115: Supervised Undergraduate Teaching,,,0,0,Signup to reveal
PSYC,PSYC117: Specialist Requirement,,,0,-1,Signup to reveal
PSYC,PSYC118: Research Presentation,,,0,0,Signup to reveal
PSYC,PSYC121: Perception,,,0,0,Signup to reveal
PSYC,PSYC126: Systems/Behavioral Neuroscience,,,0,0,Signup to reveal
PSYC,PSYC127: Functional Neuroanatomy,,,0,0,Signup to reveal
PSYC,PSYC128: Cognitive Neuroscience,,,0,0,Signup to reveal
PSYC,PSYC132: Programming for Psych Sciences,,,0,0,Signup to reveal
PSYC,PSYC160: Imaging Methods,,,0,0,Signup to reveal
PSYC,PSYC161: Intro to Prog for Psyc & Neuro,,,0,0,Signup to reveal
PSYC,PSYC162: Human Electrophysiology Lab,,,0,0,Signup to reveal
PSYC,PSYC164: Computational Methods,,,0,-1,Signup to reveal
PSYC,PSYC165: Best Practice for Eye Tracking,,,0,0,Signup to reveal
PSYC,PSYC167: Pedagogy with Purpose,,,0,0,Signup to reveal
PSYC,PSYC168: Experiential Learning,,,0,0,Signup to reveal
PSYC,PSYC171: Brain Evolution,,,0,0,Signup to reveal
PSYC,PSYC174: Computational Neuroscience: Brain Engineering,,,0,0,Signup to reveal
PSYC,PSYC175: Current Issues in Behav Neuro,,,0,0,Signup to reveal
PSYC,PSYC176: Neural Plasticity and Behavior,,,0,0,Signup to reveal
PSYC,PSYC177: Interacting Minds,,,0,0,Signup to reveal
PSYC,PSYC179: Seminar in Special Topics,,,0,0,Signup to reveal
PSYC,PSYC187: Supervised Undergraduate Teaching,,,0,0,Signup to reveal
PSYC,PSYC188: Graduate Research (1 credit),,,0,0,Signup to reveal
PSYC,PSYC189: Independent Research,,,0,0,Signup to reveal
PSYC,PSYC190: Predissertation Research,,,0,0,Signup to reveal
PSYC,PSYC191: Dissertation Research,,,0,0,Signup to reveal
PSYC,PSYC288: Graduate Research (2 credits),,,0,0,Signup to reveal
PSYC,PSYC289: Independent Research,,,0,0,Signup to reveal
PSYC,PSYC290: Predisseratation Research,,,0,0,Signup to reveal
PSYC,PSYC291: Dissertation Research,,,0,0,Signup to reveal
PSYC,PSYC388: Graduate Research (3 credits),,,0,0,Signup to reveal
PSYC,PSYC389: Independent Research,,,0,0,Signup to reveal
PSYC,PSYC390: Predissertation Research,,,0,0,Signup to reveal
PSYC,PSYC391: Dissertation Research,,,0,0,Signup to reveal
PSYC,PSYC700: Responsible and Ethical Conduct of Research,,,0,0,Signup to reveal
QSS,QSS017: Data Visualization,,TLA,27,25,Signup to reveal
QSS,QSS018: Introduction to Game Theory,,QDS,11,27,Signup to reveal
QSS,QSS020: Modern Statistical Computing,,TAS,6,5,Signup to reveal
QSS,QSS030.01: Sports Analytics,,QDS,2,5,Signup to reveal
QSS,QSS030.02: Computational Text Analysis for the Social Sciences,,"LIT, TLA",0,0,Signup to reveal
QSS,QSS030.03: Experiments in Politics,,QDS,0,4,Signup to reveal
QSS,QSS030.04: Evolutionary Game Theory and Applications,,"SOC, QDS",12,21,Signup to reveal
QSS,QSS030.05: Topics in Digital History: U.S. History Through Census Data,,"SOC, QDS, W",0,1,Signup to reveal
QSS,"QSS030.06: By the Numbers: Race, Incarceration and Politics",,QDS,0,1,Signup to reveal
QSS,QSS030.07: Simulating Social Systems: Complexity and Society,,SOC,0,0,Signup to reveal
QSS,QSS030.08: Misperceptions in Politics: When Do They Matter and Why?,,QDS,0,0,Signup to reveal
QSS,QSS030.09: Data Wrangling,,TAS,0,0,Signup to reveal
QSS,QSS030.11: Applied Machine Learning for Social Science,,QDS,0,0,Signup to reveal
QSS,QSS030.12: Quantitative Literary Criticism,,TAS,0,0,Signup to reveal
QSS,QSS030.13: Sociology of Mental Health,,SOC,0,0,Signup to reveal
QSS,QSS030.14: Quant Analysis Intl Coop,,"INT, QDS",0,1,Signup to reveal
QSS,QSS030.15: Neighborhoods and Health,,SOC,0,2,Signup to reveal
QSS,QSS030.16: Cultural Analytics,,QDS,1,2,Signup to reveal
QSS,QSS030.17: Unstalling the Stalled Revolution: Gender (In)equality at Work and at Home,,"SOC, W",2,1,Signup to reveal
QSS,QSS030.18: Quantitative Approaches to Peace and Justice,,,0,1,Signup to reveal
QSS,QSS030.19: Data and Bodies,,SOC,1,1,Signup to reveal
QSS,"QSS030.20: Polling, Public Opinion, and Public Policy",,"SOC, W",0,0,Signup to reveal
QSS,QSS030.21: Social Justice and Computing,,SOC,4,8,Signup to reveal
QSS,QSS030.22: Computational CompLit,,"INT, LIT",2,4,Signup to reveal
QSS,QSS030: Special Topics in Quantitative Social Science,,,0,1,Signup to reveal
QSS,QSS036: Mathematical Models in the Social Science,,TAS,1,2,Signup to reveal
QSS,QSS041: Analysis of Social Networks,,QDS,7,6,Signup to reveal
QSS,QSS043: Mathematical Psychology,,,0,0,Signup to reveal
QSS,QSS045: Data Analysis,,QDS,0,0,Signup to reveal
QSS,QSS046: Models of Voting and Decision Making,,,0,0,Signup to reveal
QSS,QSS054: Chasing the (Causal) Dragon: Intermediate Quantitative Data Analysis for Sociologists,,QDS,3,3,Signup to reveal
QSS,QSS080: Research Seminar in Quantitative Social Science,,,0,0,Signup to reveal
QSS,QSS081: Major Thesis Research,,,0,0,Signup to reveal
QSS,QSS082: Major One Quarter Project,,,0,1,Signup to reveal
